kode,kab_kota,n_odr,n_otg,n_odp,n_pdp,n_confirm,n_sembuh,n_meninggal,last_update,lat,long
35.18,KAB. NGANJUK,210,0,7,1,0,0,0,2020-03-22 13:47:05,"-7,6150520","111,6670610"
35.10,KAB. BANYUWANGI,581,0,38,0,0,0,0,2020-03-22 13:36:08,"-8,4169235","114,3311312"
35.75,KOTA PASURUAN,49,0,3,0,0,0,0,2020-03-22 13:35:40,"-7,6514338","112,8700750"
35.02,KAB. PONOROGO,823,0,46,2,0,0,0,2020-03-22 13:19:10,"-7,8756185","111,4692888"
35.07,KAB. MALANG,546,0,16,6,4,0,1,2020-03-22 16:21:51,-8.2084395,"112,7468452"
35.09,KAB. JEMBER,330,0,63,3,0,0,0,2020-03-22 13:13:33,"-8,3951516","113,6809395"
35.76,KOTA MOJOKERTO,227,0,29,3,0,0,0,2020-03-22 13:11:30,"-7,4714887","112,4217213"
35.04,KAB. TULUNGAGUNG,13,0,18,1,0,0,0,2020-03-22 13:07:47,"-7,7455014","111,8953035"
35.28,KAB. PAMEKASAN,238,0,34,1,0,0,0,2020-03-22 13:04:53,"-7,1548002","113,4379637"
35.08,KAB. LUMAJANG,282,0,24,3,0,0,0,2020-03-22 16:18:48,"-8,1295529","113,2236942"
35.19,KAB. MADIUN,228,0,15,2,0,0,0,2020-03-22 13:34:10,"-7,6666455","111,5912452"
35.14,KAB. PASURUAN,23,0,3,2,0,0,0,2020-03-22 13:01:27,"-7,7514338","112,8700750"
35.79,KOTA BATU,265,0,27,0,0,0,0,2020-03-22 13:35:06,"-7,8769031","112,4998848"
35.11,KAB. BONDOWOSO,576,0,59,0,0,0,0,2020-03-22 12:54:39,"-8,0284796","114,0265067"
35.17,KAB. JOMBANG,259,0,12,3,0,0,0,2020-03-22 12:53:52,"-7,5567779","112,2489964"
35.05,KAB. BLITAR,614,0,66,1,1,0,0,2020-03-22 16:22:55,"-8,2814419","112,3027620"
35.78,KOTA SURABAYA,2835,0,182,10,29,0,0,2020-03-22 16:04:08,"-7,2756141","112,6426424"
35.72,KOTA BLITAR,72,0,16,0,0,0,0,2020-03-22 12:18:39,"-8,1031510","112,1626800"
35.21,KAB. NGAWI,411,0,26,3,0,0,0,2020-03-22 13:35:50,"-7,4324690","111,2547392"
35.16,KAB. MOJOKERTO,195,0,16,6,0,0,0,2020-03-22 12:46:27,"-7,586911","112,420605"
35.23,KAB. TUBAN,310,0,17,1,0,0,0,2020-03-22 11:59:24,-6.899108667900085,111.763916015625
35.77,KOTA MADIUN,42,0,2,4,0,0,0,2020-03-22 11:50:59,"-7,6300605","111,4930316"
35.20,KAB. MAGETAN,162,0,6,5,3,0,0,2020-03-22 11:48:13,"-7,6774309","111,3616371"
35.24,KAB. LAMONGAN,509,0,15,0,0,0,0,2020-03-22 11:28:08,"-7,1181110","112,4149810"
35.15,KAB. SIDOARJO,461,0,14,12,3,0,0,2020-03-22 16:10:56,"-7,4338023","112,6734275"
35.13,KAB. PROBOLINGGO,216,0,20,3,0,0,0,2020-03-22 10:55:14,"-7,8223105","113,3864559"
35.26,KAB. BANGKALAN,253,0,0,2,0,0,0,2020-03-22 14:15:40,"-7,0234914","112,7519820"
35.25,KAB. GRESIK,620,0,25,7,0,0,0,2020-03-22 10:35:23,"-7,1610846","112,6220300"
35.12,KAB. SITUBONDO,204,0,78,2,0,0,0,2020-03-22 12:44:37,"-7,7168478","113,9278534"
35.74,KOTA PROBOLINGGO,74,0,16,1,0,0,0,2020-03-22 12:42:21,"-7,7723105","113,1664559"
35.19,KAB. MADIUN,377,0,2,1,0,0,0,2020-03-21 16:00:50,"-7,6666455","111,5912452"
35.71,KOTA KEDIRI,58,0,1,0,0,0,0,2020-03-21 16:03:34,"-7,8228400","112,0118640"
35.14,KAB. PASURUAN,33,0,1,0,0,0,0,2020-03-21 16:03:40,"-7,7514338","112,8700750"
35.06,KAB. KEDIRI,449,0,11,2,0,0,0,2020-03-21 16:03:58,"-7,8332959","112,1666262"
35.16,KAB. MOJOKERTO,87,0,5,3,0,0,0,2020-03-21 16:04:46,"-7,586911","112,420605"
35.22,KAB. BOJONEGORO,0,0,1,0,0,0,0,2020-03-21 16:05:03,"-7,1524790","111,8869290"
35.21,KAB. NGAWI,407,0,16,3,0,0,0,2020-03-21 10:46:00,"-7,4324690","111,2547392"
35.24,KAB. LAMONGAN,482,0,2,0,0,0,0,2020-03-21 16:05:12,"-7,1181110","112,4149810"
35.29,KAB. SUMENEP,441,0,10,0,0,0,0,2020-03-21 16:05:24,"-7,0095355","113,8495442"
35.25,KAB. GRESIK,553,0,18,3,0,0,0,2020-03-21 16:05:33,"-7,1610846","112,6220300"
35.20,KAB. MAGETAN,134,0,6,5,3,0,0,2020-03-21 16:38:42,"-7,6774309","111,3616371"
35.73,KOTA MALANG,72,0,73,0,1,0,0,2020-03-21 08:00:35,"-7,9786395","112,5617416"
35.07,KAB. MALANG,509,0,17,5,1,0,1,2020-03-21 16:00:13,-8.2084395,"112,7468452"
35.27,KAB. SAMPANG,652,0,7,0,0,0,0,2020-03-21 07:55:52,"-7,1927155","113,2429293"
35.18,KAB. NGANJUK,208,0,5,1,0,0,0,2020-03-21 00:13:03,"-7,6150520","111,6670610"
35.08,KAB. LUMAJANG,222,0,19,2,0,0,0,2020-03-21 07:43:27,"-8,1295529","113,2236942"
35.78,KOTA SURABAYA,2800,0,110,13,20,0,0,2020-03-21 17:09:21,"-7,2756141","112,6426424"
35.26,KAB. BANGKALAN,231,0,0,2,0,0,0,2020-03-21 07:31:12,"-7,0234914","112,7519820"
35.28,KAB. PAMEKASAN,239,0,34,1,0,0,0,2020-03-21 07:27:14,"-7,1548002","113,4379637"
35.03,KAB. TRENGGALEK,478,0,7,1,0,0,0,2020-03-21 08:23:06,"-8,176848","111,610650"
35.75,KOTA PASURUAN,49,0,3,0,0,0,0,2020-03-21 07:18:14,"-7,6514338","112,8700750"
35.12,KAB. SITUBONDO,161,0,60,2,0,0,0,2020-03-21 07:13:24,"-7,7168478","113,9278534"
35.04,KAB. TULUNGAGUNG,71,0,2,5,0,0,0,2020-03-21 22:26:11,"-7,7455014","111,8953035"
35.17,KAB. JOMBANG,252,0,11,3,0,0,0,2020-03-21 06:57:03,"-7,5567779","112,2489964"
35.01,KAB. PACITAN,263,0,40,1,0,0,0,2020-03-21 06:35:01,"-8,1318878","111,2278873"
35.72,KOTA BLITAR,69,0,12,0,0,0,0,2020-03-21 06:27:32,"-8,1031510","112,1626800"
35.11,KAB. BONDOWOSO,481,0,53,0,0,0,0,2020-03-21 06:16:17,"-8,0284796","114,0265067"
35.02,KAB. PONOROGO,774,0,39,2,0,0,0,2020-03-21 06:08:49,"-7,8756185","111,4692888"
35.13,KAB. PROBOLINGGO,259,0,9,3,0,0,0,2020-03-21 06:07:15,"-7,8223105","113,3864559"
35.79,KOTA BATU,128,0,16,0,0,0,0,2020-03-21 05:59:16,"-7,8769031","112,4998848"
35.09,KAB. JEMBER,314,0,52,3,0,0,0,2020-03-21 05:54:23,"-8,3951516","113,6809395"
35.10,KAB. BANYUWANGI,545,0,22,0,0,0,0,2020-03-21 05:52:05,"-8,4169235","114,3311312"
35.05,KAB. BLITAR,558,0,59,0,0,0,0,2020-03-21 05:52:05,"-8,2814419","112,3027620"
35.23,KAB. TUBAN,264,0,10,1,0,0,0,2020-03-21 05:48:20,-6.899108667900085,111.763916015625
35.15,KAB. SIDOARJO,458,0,13,11,1,0,0,2020-03-21 16:40:13,"-7,4338023","112,6734275"
35.74,KOTA PROBOLINGGO,49,0,14,0,0,0,0,2020-03-21 05:35:03,"-7,7723105","113,1664559"
35.77,KOTA MADIUN,40,0,2,2,0,0,0,2020-03-21 05:20:41,"-7,6300605","111,4930316"
35.76,KOTA MOJOKERTO,225,0,29,3,0,0,0,2020-03-21 04:51:31,"-7,4714887","112,4217213"
35.71,KOTA KEDIRI,58,0,1,0,0,0,0,2020-03-20 00:00:00,"-7,8228400","112,0118640"
35.14,KAB. PASURUAN,33,0,1,0,0,0,0,2020-03-20 00:00:00,"-7,7514338","112,8700750"
35.73,KOTA MALANG,72,0,73,0,1,0,0,2020-03-20 00:00:00,"-7,9786395","112,5617416"
35.16,KAB. MOJOKERTO,87,0,5,3,0,0,0,2020-03-20 00:00:00,"-7,586911","112,420605"
35.21,KAB. NGAWI,349,0,9,2,0,0,0,2020-03-22 12:14:12,"-7,4324690","111,2547392"
35.75,KOTA PASURUAN,33,0,2,0,0,0,0,2020-03-20 00:00:00,"-7,6514338","112,8700750"
35.01,KAB. PACITAN,48,0,7,1,0,0,0,2020-03-20 00:00:00,"-8,1318878","111,2278873"
35.18,KAB. NGANJUK,282,0,4,1,0,0,0,2020-03-20 00:00:00,"-7,6150520","111,6670610"
35.03,KAB. TRENGGALEK,333,0,8,1,0,0,0,2020-03-20 00:00:00,"-8,176848","111,610650"
35.77,KOTA MADIUN,39,0,1,0,0,0,0,2020-03-20 00:00:00,"-7,6300605","111,4930316"
35.20,KAB. MAGETAN,134,0,6,2,1,0,0,2020-03-20 00:00:00,"-7,6774309","111,3616371"
35.05,KAB. BLITAR,510,0,49,0,0,0,0,2020-03-20 00:00:00,"-8,2814419","112,3027620"
35.79,KOTA BATU,115,0,13,0,0,0,0,2020-03-20 00:00:00,"-7,8769031","112,4998848"
35.23,KAB. TUBAN,236,0,6,0,0,0,0,2020-03-20 00:00:00,-6.899108667900085,111.763916015625
35.07,KAB. MALANG,439,0,1,3,1,0,1,2020-03-20 00:00:00,-8.2084395,"112,7468452"
35.25,KAB. GRESIK,522,0,9,2,0,0,0,2020-03-20 00:00:00,"-7,1610846","112,6220300"
35.09,KAB. JEMBER,296,0,43,3,0,0,0,2020-03-20 00:00:00,"-8,3951516","113,6809395"
35.27,KAB. SAMPANG,300,0,4,0,0,0,0,2020-03-20 00:00:00,"-7,1927155","113,2429293"
35.11,KAB. BONDOWOSO,273,0,38,0,0,0,0,2020-03-20 00:00:00,"-8,0284796","114,0265067"
35.29,KAB. SUMENEP,427,0,10,0,0,0,0,2020-03-20 00:00:00,"-7,0095355","113,8495442"
35.13,KAB. PROBOLINGGO,135,0,7,0,0,0,0,2020-03-20 00:00:00,"-7,8223105","113,3864559"
35.72,KOTA BLITAR,36,0,7,0,0,0,0,2020-03-20 00:00:00,"-8,1031510","112,1626800"
35.15,KAB. SIDOARJO,0,0,9,5,0,0,0,2020-03-20 00:00:00,"-7,4338023","112,6734275"
35.74,KOTA PROBOLINGGO,42,0,10,0,0,0,0,2020-03-20 00:00:00,"-7,7723105","113,1664559"
35.17,KAB. JOMBANG,200,0,13,1,0,0,0,2020-03-20 00:00:00,"-7,5567779","112,2489964"
35.76,KOTA MOJOKERTO,211,0,23,3,0,0,0,2020-03-20 00:00:00,"-7,4714887","112,4217213"
35.02,KAB. PONOROGO,605,0,11,1,0,0,0,2020-03-20 00:00:00,"-7,8756185","111,4692888"
35.19,KAB. MADIUN,377,0,2,1,0,0,0,2020-03-20 00:00:00,"-7,6666455","111,5912452"
35.04,KAB. TULUNGAGUNG,295,0,16,4,0,0,0,2020-03-20 00:00:00,"-7,7455014","111,8953035"
35.78,KOTA SURABAYA,2475,0,94,19,12,0,0,2020-03-20 00:00:00,"-7,2756141","112,6426424"
35.22,KAB. BOJONEGORO,0,0,1,0,0,0,0,2020-03-20 00:00:00,"-7,1524790","111,8869290"
35.06,KAB. KEDIRI,327,0,11,2,0,0,0,2020-03-20 00:00:00,"-7,8332959","112,1666262"
35.24,KAB. LAMONGAN,324,0,2,0,0,0,0,2020-03-20 00:00:00,"-7,1181110","112,4149810"
35.08,KAB. LUMAJANG,290,0,20,1,0,0,0,2020-03-20 00:00:00,"-8,1295529","113,2236942"
35.26,KAB. BANGKALAN,748,0,2,0,0,0,0,2020-03-20 00:00:00,"-7,0234914","112,7519820"
35.10,KAB. BANYUWANGI,531,0,17,0,0,0,0,2020-03-20 00:00:00,"-8,4169235","114,3311312"
35.28,KAB. PAMEKASAN,37,0,1,0,0,0,0,2020-03-20 00:00:00,"-7,1548002","113,4379637"
35.12,KAB. SITUBONDO,155,0,15,0,0,0,0,2020-03-20 00:00:00,"-7,7168478","113,9278534"
